Lake,Year,DOY,Chlorophyll,Phycocyanin,DissolvedOxygen_Saturation,pH,Temperature
South Twin Lake,2018,184,24.19,5.47,135.73,8.39,26.84
South Twin Lake,2018,184,4.86,0.67,144.6,8.38,24.66
South Twin Lake,2018,184,85.0,9.18,163.11,8.72,25.56
South Twin Lake,2018,184,5.87,0.56,101.53,8.2,27.25
South Twin Lake,2018,185,6.57,1.42,83.24,8.41,26.82
South Twin Lake,2018,186,24.19,3.44,127.45,8.31,24.73
South Twin Lake,2018,186,22.09,3.65,123.68,8.08,24.68
South Twin Lake,2018,186,4.45,0.25,140.18,8.22,25.19
South Twin Lake,2018,187,3.96,0.27,105.34,8.29,26.11
South Twin Lake,2018,187,12.23,3.73,114.85,8.4,25.45
South Twin Lake,2018,187,27.08,9.43,98.46,8.42,27.65
South Twin Lake,2018,188,9.46,0.5,101.57,8.29,25.31
South Twin Lake,2018,188,85.0,9.18,146.14,8.67,27.75
South Twin Lake,2018,189,2.26,0.47,127.97,8.27,27.82
South Twin Lake,2018,189,31.0,9.99,109.97,8.26,25.66
South Twin Lake,2018,189,6.14,0.59,128.89,8.46,24.42
South Twin Lake,2018,190,5.36,1.25,100.63,8.19,23.46
South Twin Lake,2018,190,0.93,0.13,109.25,8.1,26.06
South Twin Lake,2018,191,10.93,1.6,100.16,8.46,24.38
South Twin Lake,2018,192,35.75,7.78,102.33,8.21,27.25
South Twin Lake,2018,192,85.0,26.0,151.24,8.56,26.15
South Twin Lake,2018,192,3.49,0.38,120.34,8.35,26.62
South Twin Lake,2018,193,4.58,0.71,97.61,8.18,25.63
South Twin Lake,2018,193,5.91,0.54,119.31,8.18,25.32
South Twin Lake,2018,193,7.26,1.78,105.65,8.17,26.4
South Twin Lake,2018,193,11.76,3.48,126.28,8.12,27.27
South Twin Lake,2018,193,11.02,2.97,120.8,8.46,25.35
South Twin Lake,2018,193,18.6,3.08,120.29,8.07,25.66
South Twin Lake,2018,193,34.81,10.44,131.32,8.52,26.23
South Twin Lake,2018,194,5.81,0.61,111.5,8.1,27.47
South Twin Lake,2018,194,7.43,0.77,113.09,8.3,24.21
South Twin Lake,2018,195,8.23,1.24,128.55,8.39,26.5
South Twin Lake,2018,196,11.98,3.66,103.18,8.28,27.02
South Twin Lake,2018,196,3.84,0.54,82.67,8.1,24.77
South Twin Lake,2018,197,24.55,6.28,135.07,8.28,26.57
South Twin Lake,2018,197,1.95,0.24,109.59,8.12,24.5
South Twin Lake,2018,197,14.48,3.34,146.61,8.26,25.5
South Twin Lake,2018,197,8.63,1.89,97.82,8.36,26.15
South Twin Lake,2018,197,13.59,4.44,110.75,8.29,26.42
South Twin Lake,2018,197,85.0,13.25,162.31,8.45,24.62
South Twin Lake,2018,198,14.6,4.95,95.25,8.21,24.91
South Twin Lake,2018,198,1.75,0.39,132.58,8.31,26.63
South Twin Lake,2018,198,5.39,0.45,120.57,8.18,26.98
South Twin Lake,2018,198,3.3,0.73,96.72,8.24,24.7
South Twin Lake,2018,200,4.31,1.0,65.6,8.2,27.31
South Twin Lake,2018,200,23.73,5.27,128.95,8.52,26.88
South Twin Lake,2018,200,8.8,1.82,108.66,8.17,26.0
South Twin Lake,2018,200,14.0,4.51,128.22,8.25,27.8
South Twin Lake,2018,200,53.58,10.25,143.41,8.47,28.59
South Twin Lake,2018,201,9.9,1.47,91.03,8.28,27.01
South Twin Lake,2018,201,19.99,5.94,127.82,8.21,27.52
South Twin Lake,2018,201,7.5,1.84,125.6,8.27,26.56
South Twin Lake,2018,201,85.0,9.59,172.57,8.59,27.61
South Twin Lake,2018,201,85.0,18.95,136.58,8.52,26.95
South Twin Lake,2018,201,6.1,1.49,99.45,8.2,26.47
South Twin Lake,2018,201,47.69,6.61,135.86,8.52,28.81
South Twin Lake,2018,201,3.4,0.81,122.99,8.3,26.04
South Twin Lake,2018,201,4.2,0.68,88.64,8.23,26.73
South Twin Lake,2018,202,28.89,8.53,137.86,8.28,25.16
South Twin Lake,2018,203,13.11,1.58,145.82,8.24,26.76
South Twin Lake,2018,203,22.39,3.85,118.43,7.98,26.77
South Twin Lake,2018,203,3.15,0.64,89.82,8.37,28.48
South Twin Lake,2018,203,3.45,0.5,100.05,8.09,28.82
South Twin Lake,2018,204,9.54,1.48,121.03,8.65,26.94
South Twin Lake,2018,204,3.12,0.42,100.04,8.37,26.66
South Twin Lake,2018,205,25.92,8.12,118.99,8.33,29.0
South Twin Lake,2018,205,66.04,11.47,130.09,8.49,26.61
South Twin Lake,2018,205,4.38,0.83,122.56,8.16,25.76
South Twin Lake,2018,206,31.93,5.16,109.66,8.38,25.62
South Twin Lake,2018,206,2.49,0.42,123.55,8.16,27.36
South Twin Lake,2018,206,45.24,9.65,130.5,8.62,26.89
South Twin Lake,2018,207,6.68,1.08,81.47,8.19,26.64
South Twin Lake,2018,207,85.0,21.68,152.69,8.76,27.21
South Twin Lake,2018,207,75.82,20.45,158.11,8.53,27.64
South Twin Lake,2018,207,5.88,0.98,96.26,8.3,28.91
South Twin Lake,2018,208,4.21,0.29,151.88,8.13,25.35
South Twin Lake,2018,210,3.91,0.77,109.26,8.29,27.76
South Twin Lake,2018,210,8.84,1.97,100.82,8.19,28.1
South Twin Lake,2018,211,2.32,0.38,118.07,8.39,25.35
South Twin Lake,2018,211,10.24,3.22,108.49,8.25,26.49
South Twin Lake,2018,211,8.69,1.91,107.38,8.36,27.62
South Twin Lake,2018,211,38.32,11.93,100.87,8.31,29.0
South Twin Lake,2018,212,8.26,1.09,112.47,8.28,27.78
South Twin Lake,2018,213,85.0,15.34,149.24,8.56,29.0
South Twin Lake,2018,213,40.96,8.28,117.56,8.48,28.32
South Twin Lake,2018,213,74.91,18.91,127.78,8.54,28.16
South Twin Lake,2018,213,5.2,0.95,120.48,8.24,27.06
South Twin Lake,2018,213,2.79,0.63,110.49,8.33,28.33
South Twin Lake,2018,214,12.93,1.75,84.46,8.18,29.0
South Twin Lake,2018,214,10.2,3.25,104.83,8.28,28.59
South Twin Lake,2018,215,3.59,0.62,115.98,8.35,26.29
South Twin Lake,2018,215,11.46,2.65,118.91,8.45,26.19
South Twin Lake,2018,215,2.51,0.31,115.24,8.24,27.14
South Twin Lake,2018,215,24.72,4.11,117.52,8.46,28.68
South Twin Lake,2018,215,9.57,0.89,110.45,8.34,28.54
South Twin Lake,2018,216,14.07,3.41,108.08,8.38,28.21
South Twin Lake,2018,216,0.85,0.12,140.55,8.14,29.0
South Twin Lake,2018,217,2.32,0.18,107.59,8.21,29.0
South Twin Lake,2018,218,11.05,1.67,114.63,8.34,27.88
South Twin Lake,2018,218,16.18,2.77,114.34,8.36,26.63
South Twin Lake,2018,218,3.68,0.51,76.57,8.23,28.87
South Twin Lake,2018,218,3.6,0.23,107.02,8.29,28.85
South Twin Lake,2018,218,17.49,4.93,105.86,8.19,27.93
South Twin Lake,2018,218,7.92,1.95,97.99,8.28,26.6
South Twin Lake,2018,219,85.0,22.57,130.05,8.61,28.74
South Twin Lake,2018,219,8.64,1.75,98.34,8.19,28.3
South Twin Lake,2018,220,22.32,5.07,127.6,8.36,26.85
South Twin Lake,2018,220,2.28,0.32,92.02,8.29,26.27
South Twin Lake,2018,220,6.56,1.32,124.68,8.11,29.0
South Twin Lake,2018,220,4.71,0.69,95.89,8.2,28.77
South Twin Lake,2018,220,5.29,0.51,126.92,7.99,28.58
South Twin Lake,2018,221,12.58,3.99,107.8,8.27,29.0
South Twin Lake,2018,221,2.32,0.38,109.53,8.16,29.0
South Twin Lake,2018,221,17.32,4.98,100.27,8.44,26.91
South Twin Lake,2018,222,5.42,1.03,97.14,8.35,28.03
South Twin Lake,2018,222,71.2,13.41,130.82,8.82,29.0
South Twin Lake,2018,222,7.47,1.02,96.27,8.22,29.0
South Twin Lake,2018,224,20.6,3.1,121.07,8.34,29.0
South Twin Lake,2018,224,16.9,4.74,102.08,8.45,28.51
South Twin Lake,2018,225,5.62,0.43,89.57,8.23,29.0
South Twin Lake,2018,226,3.12,0.63,97.77,8.21,26.42
South Twin Lake,2018,226,5.72,0.71,127.5,8.32,28.05
South Twin Lake,2018,227,21.78,2.82,125.51,8.4,29.0
South Twin Lake,2018,228,12.25,3.37,87.69,8.27,29.0
South Twin Lake,2018,228,9.87,2.38,98.59,8.33,27.67
South Twin Lake,2018,228,10.04,3.33,126.87,8.3,27.92
South Twin Lake,2018,229,7.08,0.87,82.22,8.28,27.98
South Twin Lake,2018,229,16.74,5.4,143.51,8.28,28.54
South Twin Lake,2018,229,35.85,11.37,115.32,8.32,28.36
South Twin Lake,2018,230,32.91,10.61,119.14,8.13,28.79
South Twin Lake,2018,230,17.82,3.03,118.12,8.53,29.0
South Twin Lake,2018,230,7.24,1.24,112.16,8.27,28.77
South Twin Lake,2018,230,3.37,0.23,129.17,8.29,28.52
South Twin Lake,2018,231,8.18,1.43,117.78,8.1,27.88
South Twin Lake,2018,231,18.4,3.91,114.24,8.22,28.24
South Twin Lake,2018,231,19.8,2.38,88.68,8.49,28.34
South Twin Lake,2018,232,11.58,1.32,99.22,8.4,29.0
South Twin Lake,2018,232,1.76,0.14,91.45,8.22,29.0
South Twin Lake,2018,233,15.81,4.7,134.1,8.45,29.0
South Twin Lake,2018,233,0.85,0.11,113.57,8.2,27.79
South Twin Lake,2018,233,8.3,1.84,104.83,8.56,28.85
South Twin Lake,2018,234,3.37,0.57,114.08,8.19,29.0
South Twin Lake,2018,234,36.95,9.03,113.68,8.26,28.33
South Twin Lake,2018,234,49.99,7.4,145.7,8.62,28.25
South Twin Lake,2018,234,2.76,0.33,109.0,8.21,27.41
South Twin Lake,2018,234,21.71,2.61,103.61,8.51,27.85
South Twin Lake,2018,234,12.22,2.19,151.49,8.11,29.0
South Twin Lake,2018,234,7.2,0.6,88.72,8.32,29.0
South Twin Lake,2018,234,18.5,3.66,126.95,8.45,27.44
South Twin Lake,2018,234,9.1,1.8,85.56,8.55,29.0
South Twin Lake,2018,235,62.2,19.88,118.4,8.36,29.0
South Twin Lake,2018,235,40.49,10.27,140.15,8.41,29.0
South Twin Lake,2018,235,26.9,8.92,129.84,8.24,28.29
South Twin Lake,2018,235,85.0,11.43,156.97,8.41,29.0
South Twin Lake,2018,236,14.29,3.85,75.77,8.34,29.0
South Twin Lake,2018,237,10.97,1.79,110.56,8.36,28.98
South Twin Lake,2018,237,8.75,1.67,89.21,7.97,29.0
South Twin Lake,2018,237,12.65,2.75,102.57,8.47,27.47
South Twin Lake,2018,237,20.13,6.66,137.48,8.36,27.14
South Twin Lake,2018,237,12.68,3.53,95.23,8.47,29.0
South Twin Lake,2018,238,6.06,0.8,92.56,8.32,28.63
South Twin Lake,2018,238,1.57,0.37,90.77,8.32,29.0
South Twin Lake,2018,238,12.32,3.88,77.84,8.32,28.41
South Twin Lake,2018,239,12.99,4.26,110.76,8.24,26.89
South Twin Lake,2018,239,1.26,0.17,96.66,8.19,29.0
South Twin Lake,2018,239,1.83,0.32,128.51,8.17,27.6
South Twin Lake,2018,240,26.4,5.61,117.35,8.41,28.95
South Twin Lake,2018,240,1.05,0.12,111.81,8.35,28.41
South Twin Lake,2018,240,6.6,1.34,93.41,8.43,29.0
South Twin Lake,2018,240,7.79,1.22,86.49,8.4,28.99
South Twin Lake,2018,241,18.86,2.03,87.78,8.52,27.52
South Twin Lake,2018,241,12.22,2.56,117.97,8.22,29.0
South Twin Lake,2018,243,2.19,0.12,110.81,8.35,29.0
South Twin Lake,2018,243,0.92,0.2,119.52,8.17,27.64
South Twin Lake,2018,243,2.77,0.45,90.19,8.22,29.0
South Twin Lake,2018,243,20.06,6.95,101.38,8.41,29.0
South Twin Lake,2018,243,6.26,1.39,129.83,8.08,26.54
South Twin Lake,2018,243,7.15,0.8,123.39,8.43,29.0
South Twin Lake,2018,244,2.8,0.61,122.63,8.18,27.99
South Twin Lake,2018,244,10.6,1.61,108.65,8.2,28.1
South Twin Lake,2018,244,23.2,7.79,115.97,8.39,29.0
South Twin Lake,2018,244,35.8,12.32,121.12,8.37,29.0
South Twin Lake,2018,244,13.39,4.0,121.64,8.51,29.0
South Twin Lake,2018,245,28.33,7.37,124.09,8.24,27.55
South Twin Lake,2018,245,2.54,0.19,95.57,8.35,29.0
South Twin Lake,2018,245,1.04,0.25,82.78,8.2,28.75
South Twin Lake,2018,245,19.13,6.23,112.6,8.34,29.0
South Twin Lake,2018,246,6.95,1.34,109.68,8.24,27.81
South Twin Lake,2018,246,20.82,4.33,141.46,8.25,28.37
South Twin Lake,2018,247,8.96,1.17,110.18,8.31,28.15
South Twin Lake,2018,247,1.35,0.26,102.11,8.4,27.17
South Twin Lake,2018,248,13.12,3.37,90.12,8.31,27.98
South Twin Lake,2018,249,10.91,2.35,96.0,8.2,29.0
South Twin Lake,2018,250,10.99,2.27,97.99,8.36,28.89
South Twin Lake,2018,250,6.63,0.81,127.38,8.28,26.6
South Twin Lake,2018,251,13.91,4.53,107.03,8.35,29.0
South Twin Lake,2018,252,7.47,1.71,91.78,8.18,28.91
South Twin Lake,2018,253,1.82,0.25,107.48,8.33,29.0
South Twin Lake,2018,253,19.8,6.6,107.34,8.25,27.83
South Twin Lake,2019,153,14.91,4.8,109.17,8.05,23.09
South Twin Lake,2019,153,4.74,1.15,148.23,8.29,22.58
South Twin Lake,2019,153,62.98,18.23,141.31,8.56,22.23
South Twin Lake,2019,154,3.47,0.54,104.2,8.4,22.05
South Twin Lake,2019,154,4.94,0.71,122.0,8.07,21.66
South Twin Lake,2019,154,19.09,3.78,125.14,8.27,20.99
South Twin Lake,2019,154,26.06,6.81,145.8,8.24,21.81
South Twin Lake,2019,155,13.79,4.21,124.57,8.07,22.8
South Twin Lake,2019,155,9.65,1.99,121.02,8.12,23.32
South Twin Lake,2019,155,5.48,0.35,121.51,8.3,21.42
South Twin Lake,2019,155,24.19,5.89,130.7,8.28,21.88
South Twin Lake,2019,156,14.08,2.63,129.47,8.24,22.81
South Twin Lake,2019,156,3.36,0.64,116.04,8.32,23.11
South Twin Lake,2019,156,7.2,1.73,62.51,8.31,22.35
South Twin Lake,2019,156,19.28,3.84,106.69,8.22,23.02
South Twin Lake,2019,157,18.57,6.2,110.31,8.45,23.93
South Twin Lake,2019,158,10.35,2.88,97.71,8.09,24.95
South Twin Lake,2019,159,1.81,0.44,107.36,8.24,24.01
South Twin Lake,2019,159,4.87,0.59,149.21,8.27,22.17
South Twin Lake,2019,159,38.34,8.17,128.64,8.13,22.59
South Twin Lake,2019,159,11.35,1.48,135.87,8.25,22.96
South Twin Lake,2019,160,17.12,3.7,143.67,8.29,24.44
South Twin Lake,2019,160,2.82,0.42,96.96,8.07,22.83
South Twin Lake,2019,160,6.78,0.45,92.21,8.32,22.67
South Twin Lake,2019,160,9.1,1.93,119.63,8.43,23.68
South Twin Lake,2019,161,8.88,2.05,127.69,8.03,23.25
South Twin Lake,2019,161,0.85,0.05,98.08,8.36,25.28
South Twin Lake,2019,162,10.71,1.97,138.33,8.23,21.94
South Twin Lake,2019,162,10.36,1.87,115.12,8.4,24.36
South Twin Lake,2019,162,26.52,3.65,140.57,8.18,22.86
South Twin Lake,2019,162,8.46,1.61,129.85,8.26,23.34
South Twin Lake,2019,162,13.11,3.93,109.61,8.12,24.0
South Twin Lake,2019,164,16.4,3.27,136.33,8.14,23.69
South Twin Lake,2019,164,42.23,10.27,127.38,8.18,24.42
South Twin Lake,2019,164,1.55,0.26,115.03,8.13,21.33
South Twin Lake,2019,164,4.18,0.23,125.3,8.27,24.4
South Twin Lake,2019,164,17.01,2.22,139.2,8.28,24.58
South Twin Lake,2019,166,7.37,1.14,130.36,8.1,24.01
South Twin Lake,2019,166,2.15,0.32,112.87,8.13,23.35
South Twin Lake,2019,167,2.5,0.53,79.69,8.29,23.99
South Twin Lake,2019,167,3.02,0.73,118.29,8.26,25.37
South Twin Lake,2019,167,7.09,0.52,134.07,8.01,22.84
South Twin Lake,2019,168,4.3,0.46,114.42,8.21,24.95
South Twin Lake,2019,168,12.93,2.74,126.92,8.17,23.85
South Twin Lake,2019,168,6.32,1.44,112.03,8.23,25.03
South Twin Lake,2019,169,16.69,3.62,124.23,8.28,24.4
South Twin Lake,2019,169,37.97,7.42,135.36,8.26,22.96
South Twin Lake,2019,169,5.0,0.27,137.18,8.48,23.49
South Twin Lake,2019,169,4.48,0.81,99.99,8.21,22.75
South Twin Lake,2019,170,17.03,4.91,113.91,8.32,23.76
South Twin Lake,2019,170,16.02,2.12,121.37,7.96,22.62
South Twin Lake,2019,170,13.65,4.11,111.25,8.33,25.07
South Twin Lake,2019,170,7.68,1.29,120.73,8.29,26.13
South Twin Lake,2019,171,5.74,1.15,115.95,8.3,24.43
South Twin Lake,2019,172,25.15,3.05,134.49,8.31,24.18
South Twin Lake,2019,172,27.23,5.77,138.51,8.46,24.98
South Twin Lake,2019,172,10.76,3.67,117.87,8.24,26.18
South Twin Lake,2019,172,5.51,0.61,120.57,8.15,23.17
South Twin Lake,2019,173,26.44,7.01,100.01,8.28,25.69
South Twin Lake,2019,174,27.25,7.72,155.97,8.19,25.27
South Twin Lake,2019,174,28.59,4.85,130.87,8.39,23.98
South Twin Lake,2019,174,85.0,11.91,166.86,8.67,25.75
South Twin Lake,2019,174,54.53,13.07,147.93,8.36,24.33
South Twin Lake,2019,174,4.74,0.78,97.35,8.23,26.07
South Twin Lake,2019,175,12.08,1.78,118.42,8.23,25.76
South Twin Lake,2019,175,4.14,0.93,104.79,8.28,23.98
South Twin Lake,2019,176,21.63,6.87,125.85,8.42,25.49
South Twin Lake,2019,176,7.47,1.29,89.43,8.03,24.45
South Twin Lake,2019,178,15.94,4.09,89.55,8.31,22.68
South Twin Lake,2019,178,43.6,10.51,145.5,8.31,24.64
South Twin Lake,2019,178,15.96,4.42,105.97,8.57,26.33
South Twin Lake,2019,178,10.87,3.22,131.03,8.36,25.13
South Twin Lake,2019,178,69.72,15.24,144.93,8.43,24.7
South Twin Lake,2019,179,6.02,1.37,107.62,8.16,24.52
South Twin Lake,2019,179,4.67,0.24,109.98,8.12,25.59
South Twin Lake,2019,179,18.36,4.79,135.73,8.1,25.12
South Twin Lake,2019,179,9.02,1.89,91.86,8.21,24.41
South Twin Lake,2019,179,3.82,0.82,124.44,8.38,28.2
South Twin Lake,2019,179,10.66,2.14,128.21,8.15,24.19
South Twin Lake,2019,180,3.76,0.83,116.95,8.29,25.07
South Twin Lake,2019,180,13.9,1.79,109.62,8.27,24.22
South Twin Lake,2019,181,3.75,0.7,101.33,8.14,26.25
South Twin Lake,2019,181,5.91,0.83,105.25,8.34,25.67
South Twin Lake,2019,181,85.0,24.3,165.12,8.63,25.89
South Twin Lake,2019,181,3.25,0.66,117.89,8.41,23.1
South Twin Lake,2019,182,5.16,0.53,133.65,8.15,24.52
South Twin Lake,2019,183,6.43,0.52,127.77,8.18,24.6
South Twin Lake,2019,183,5.66,0.69,95.49,8.27,25.81
South Twin Lake,2019,183,12.05,2.85,96.23,8.47,25.66
South Twin Lake,2019,183,6.79,1.26,129.66,8.19,23.79
South Twin Lake,2019,184,36.45,7.3,143.46,8.42,25.34
South Twin Lake,2019,184,47.07,9.76,135.71,8.35,23.51
South Twin Lake,2019,184,24.59,4.96,124.46,8.33,26.16
South Twin Lake,2019,185,4.3,0.98,124.89,8.37,25.77
South Twin Lake,2019,185,11.5,1.48,106.34,8.33,27.29
South Twin Lake,2019,186,4.81,0.49,97.5,8.36,24.86
South Twin Lake,2019,186,19.0,3.31,117.61,8.54,26.89
South Twin Lake,2019,187,7.32,1.38,101.76,8.36,25.77
South Twin Lake,2019,187,20.81,3.1,152.11,8.23,25.0
South Twin Lake,2019,187,21.71,7.56,126.94,8.21,27.47
South Twin Lake,2019,187,4.11,0.64,117.36,8.27,26.17
South Twin Lake,2019,189,13.24,2.66,125.67,8.09,23.2
South Twin Lake,2019,189,7.33,0.64,111.62,8.25,25.61
South Twin Lake,2019,189,1.05,0.19,98.39,8.08,27.41
South Twin Lake,2019,190,9.48,1.85,139.86,8.2,27.0
South Twin Lake,2019,190,10.47,2.58,123.85,8.05,25.95
South Twin Lake,2019,190,5.47,0.33,98.18,8.24,26.71
South Twin Lake,2019,190,3.9,0.69,124.53,8.17,27.02
South Twin Lake,2019,191,15.71,2.93,109.86,8.38,26.85
South Twin Lake,2019,191,6.19,0.46,101.15,8.45,26.0
South Twin Lake,2019,192,5.98,0.82,113.49,8.33,27.09
South Twin Lake,2019,192,2.63,0.53,106.42,8.36,25.46
South Twin Lake,2019,192,21.53,6.59,105.16,8.26,25.83
South Twin Lake,2019,193,11.15,2.73,121.84,8.1,24.62
South Twin Lake,2019,193,37.55,6.74,120.21,8.43,26.91
South Twin Lake,2019,193,19.31,2.1,136.45,8.35,25.79
South Twin Lake,2019,193,3.8,0.53,118.57,8.17,26.53
South Twin Lake,2019,193,8.33,2.01,126.96,8.32,25.0
South Twin Lake,2019,194,68.47,22.65,126.83,8.42,25.62
South Twin Lake,2019,194,11.18,3.46,132.37,8.1,28.05
South Twin Lake,2019,195,38.99,7.57,120.99,8.33,26.97
South Twin Lake,2019,196,5.14,0.89,116.06,8.21,26.31
South Twin Lake,2019,196,2.33,0.36,132.39,8.24,24.46
South Twin Lake,2019,197,37.6,9.44,121.73,8.52,26.69
South Twin Lake,2019,198,20.21,6.17,104.79,8.25,26.92
South Twin Lake,2019,198,37.45,12.4,133.03,8.38,26.61
South Twin Lake,2019,198,3.23,0.79,121.07,8.33,27.24
South Twin Lake,2019,198,2.1,0.32,123.1,8.25,27.49
South Twin Lake,2019,198,82.56,15.09,127.66,8.56,27.28
South Twin Lake,2019,199,4.58,0.58,76.44,8.01,26.44
South Twin Lake,2019,200,6.04,0.73,100.01,8.2,27.56
South Twin Lake,2019,201,8.03,0.45,132.52,8.44,26.38
South Twin Lake,2019,201,12.15,1.33,114.65,8.21,28.65
South Twin Lake,2019,201,31.56,3.8,139.84,8.43,26.94
South Twin Lake,2019,202,2.51,0.13,126.27,8.12,26.37
South Twin Lake,2019,202,10.97,1.92,87.14,8.25,27.58
South Twin Lake,2019,202,60.75,7.12,129.26,8.53,26.57
South Twin Lake,2019,203,81.6,11.58,146.35,8.58,28.03
South Twin Lake,2019,203,11.73,3.07,97.43,8.37,27.65
South Twin Lake,2019,203,2.28,0.47,83.1,8.13,27.55
South Twin Lake,2019,204,27.42,7.03,124.12,8.32,26.86
South Twin Lake,2019,204,8.39,2.02,101.02,8.16,24.02
South Twin Lake,2019,204,3.29,0.47,82.83,8.15,25.89
South Twin Lake,2019,205,11.19,3.52,77.71,8.21,27.31
South Twin Lake,2019,205,8.67,1.23,105.9,8.26,27.15
South Twin Lake,2019,205,20.78,5.48,98.37,8.4,29.0
South Twin Lake,2019,205,36.64,10.01,118.34,8.49,26.82
South Twin Lake,2019,205,5.4,0.4,85.28,8.29,27.39
South Twin Lake,2019,206,19.6,3.89,114.05,8.48,27.24
South Twin Lake,2019,206,8.74,1.19,89.17,8.2,28.89
South Twin Lake,2019,207,4.04,0.32,126.73,8.22,27.3
South Twin Lake,2019,210,13.07,4.36,136.4,8.38,26.17
South Twin Lake,2019,210,6.43,1.03,108.25,8.23,27.24
South Twin Lake,2019,210,10.8,2.92,110.96,8.35,27.59
South Twin Lake,2019,210,5.39,0.41,79.95,8.41,27.88
South Twin Lake,2019,211,1.57,0.25,119.86,8.1,27.85
South Twin Lake,2019,211,12.12,1.78,124.87,8.47,26.06
South Twin Lake,2019,211,16.72,3.31,111.31,8.16,25.74
South Twin Lake,2019,211,33.98,8.04,122.25,8.43,28.64
South Twin Lake,2019,211,25.62,6.22,91.4,8.54,26.22
South Twin Lake,2019,212,10.61,2.79,106.89,8.27,28.88
South Twin Lake,2019,212,2.03,0.25,102.29,8.17,26.46
South Twin Lake,2019,213,10.41,2.64,95.25,8.3,26.35
South Twin Lake,2019,213,0.85,0.18,89.85,8.51,26.42
South Twin Lake,2019,213,47.18,8.94,121.5,8.46,28.0
South Twin Lake,2019,213,19.63,4.08,127.98,8.15,29.0
South Twin Lake,2019,213,4.25,0.6,95.22,8.21,28.94
South Twin Lake,2019,213,25.22,5.96,87.02,8.2,28.14
South Twin Lake,2019,214,4.72,0.99,84.93,8.09,27.66
South Twin Lake,2019,214,6.9,0.38,149.82,8.3,27.7
South Twin Lake,2019,214,35.84,6.48,124.16,8.6,28.04
South Twin Lake,2019,215,4.23,0.99,84.12,8.37,28.05
South Twin Lake,2019,215,42.98,12.01,109.4,8.29,27.85
South Twin Lake,2019,216,30.2,10.09,94.2,8.36,29.0
South Twin Lake,2019,216,8.4,1.1,97.48,8.12,27.56
South Twin Lake,2019,216,2.17,0.54,121.16,8.28,26.8
South Twin Lake,2019,216,23.17,5.01,124.39,8.3,27.51
South Twin Lake,2019,217,2.82,0.68,78.92,8.33,27.09
South Twin Lake,2019,217,1.86,0.16,110.63,8.36,26.09
South Twin Lake,2019,217,55.09,14.13,104.5,8.4,29.0
South Twin Lake,2019,217,29.21,6.35,82.17,8.44,27.21
South Twin Lake,2019,218,2.1,0.35,117.46,8.19,29.0
South Twin Lake,2019,218,45.37,9.2,138.11,8.54,27.26
South Twin Lake,2019,218,13.74,2.35,139.57,8.38,28.72
South Twin Lake,2019,218,9.38,1.41,97.25,8.21,25.79
South Twin Lake,2019,219,3.75,0.26,99.92,8.38,28.18
South Twin Lake,2019,220,31.45,7.34,128.58,8.26,29.0
South Twin Lake,2019,220,7.72,0.52,148.37,8.24,25.36
South Twin Lake,2019,220,1.43,0.29,121.96,8.31,27.83
South Twin Lake,2019,222,3.13,0.4,89.31,8.24,29.0
South Twin Lake,2019,223,22.43,7.49,119.6,8.29,29.0
South Twin Lake,2019,224,30.9,10.71,118.77,8.53,29.0
South Twin Lake,2019,224,12.54,3.51,137.65,8.41,29.0
South Twin Lake,2019,224,59.64,7.4,126.01,8.48,27.6
South Twin Lake,2019,225,12.08,2.08,83.16,8.36,27.48
South Twin Lake,2019,225,7.38,0.61,103.33,8.31,27.74
South Twin Lake,2019,226,3.32,0.54,87.2,8.36,29.0
South Twin Lake,2019,227,7.36,1.63,109.35,8.2,28.19
South Twin Lake,2019,228,10.36,2.08,117.6,8.34,26.6
South Twin Lake,2019,228,0.85,0.2,83.89,8.26,29.0
South Twin Lake,2019,229,2.28,0.37,98.27,8.38,29.0
South Twin Lake,2019,230,27.18,3.74,110.68,8.32,29.0
South Twin Lake,2019,230,8.46,0.85,100.55,8.41,29.0
South Twin Lake,2019,230,20.39,3.13,123.44,8.24,29.0
South Twin Lake,2019,230,13.39,3.67,101.99,8.27,28.53
South Twin Lake,2019,230,3.25,0.35,110.01,8.21,28.16
South Twin Lake,2019,231,5.11,1.01,104.05,8.21,29.0
South Twin Lake,2019,231,64.75,11.6,168.15,8.4,26.95
South Twin Lake,2019,231,10.55,3.26,116.0,8.16,27.6
South Twin Lake,2019,231,10.59,1.38,90.73,8.23,29.0
South Twin Lake,2019,231,2.32,0.38,105.63,8.26,27.97
South Twin Lake,2019,231,22.2,6.29,119.28,8.51,28.67
South Twin Lake,2019,232,0.95,0.15,92.9,8.23,29.0
South Twin Lake,2019,233,15.99,4.8,120.03,8.42,29.0
South Twin Lake,2019,234,37.84,10.1,124.41,8.16,29.0
South Twin Lake,2019,234,31.85,7.51,113.19,8.19,27.62
South Twin Lake,2019,234,5.8,1.24,127.99,8.46,27.67
South Twin Lake,2019,234,31.4,4.66,107.16,8.44,28.08
South Twin Lake,2019,234,17.14,2.34,100.67,8.34,27.24
South Twin Lake,2019,235,3.69,0.7,94.07,8.47,29.0
South Twin Lake,2019,236,10.18,1.43,144.89,8.28,29.0
South Twin Lake,2019,236,4.36,0.46,82.91,8.11,29.0
South Twin Lake,2019,236,1.84,0.27,116.07,8.35,28.24
